title,company,description,onsite_remote,salary,location,criteria,posted_date,link 
Backend Developer - Shop This City,BLANKSLATE Partners,Nan,remote,NaN,"Vancouver, British Columbia, Canada",[],2023-03-07,https://ca.linkedin.com/jobs/view/backend-developer-shop-this-city-at-blankslate-partners-3516753287?refId=uT1uh0KDegQeOSFjKltr8Q%3D%3D&trackingId=Gz%2FT3vlKJHzVH5B0Hxku0w%3D%3D&position=22&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Scientist,Deep Genomics,Nan,remote,NaN,"Toronto, Ontario, Canada",[],2023-03-02,https://ca.linkedin.com/jobs/view/data-scientist-at-deep-genomics-3502758475?refId=uT1uh0KDegQeOSFjKltr8Q%3D%3D&trackingId=dTYPYSggkGS3MiyAWLtCzw%3D%3D&position=23&pageNum=0&trk=public_jobs_jserp-result_search-card
Software Developer,D2L,Nan,remote,NaN,"Kitchener, Ontario, Canada",[],2023-02-16,https://ca.linkedin.com/jobs/view/software-developer-at-d2l-3520748063?refId=uT1uh0KDegQeOSFjKltr8Q%3D%3D&trackingId=mAbnYeACTyLZ0NLVOOPHsA%3D%3D&position=24&pageNum=0&trk=public_jobs_jserp-result_search-card
Integration Engineer,Basetwo AI,Nan,remote,NaN,"Toronto, Ontario, Canada",[],2023-02-19,https://ca.linkedin.com/jobs/view/integration-engineer-at-basetwo-ai-3530756184?refId=uT1uh0KDegQeOSFjKltr8Q%3D%3D&trackingId=JFe5ScU445FbUlvN0AJAVA%3D%3D&position=25&pageNum=0&trk=public_jobs_jserp-result_search-card
Senior NLP/ML Developer,Wysdom.AI,Nan,remote,NaN,Canada,[],2023-03-28,https://ca.linkedin.com/jobs/view/senior-nlp-ml-developer-at-wysdom-ai-3580730240?refId=l1P55wDMYXH%2Fxs9PXP%2B0qQ%3D%3D&trackingId=uAjCEC5MXzijlDUNYHE7mw%3D%3D&position=1&pageNum=0&trk=public_jobs_jserp-result_search-card
AI Software Developer - Work in Sweden,Iknal Semikan,Nan,remote,"SEK450,000.00
            -
            SEK850,000.00","Greater Montreal, Quebec, Canada",[],2023-03-19,https://ca.linkedin.com/jobs/view/ai-software-developer-work-in-sweden-at-iknal-semikan-3567553818?refId=l1P55wDMYXH%2Fxs9PXP%2B0qQ%3D%3D&trackingId=6ErcJdpFicZNjM6Kvfd06Q%3D%3D&position=2&pageNum=0&trk=public_jobs_jserp-result_search-card
Machine Learning Engineer,Tiger Analytics,"Tiger Analytics is looking for experienced Machine Learning Engineers to join our fast-growing advanced analytics consulting firm. Our employees bring deep expertise in Machine Learning, Data Science, and AI. We are the trusted analytics partner for multiple Fortune 500 companies, enabling them to generate business value from data. Our business value and leadership has been recognized by various market research firms, including Forrester and Gartner.We are looking for top-notch talent as we continue to build the best global analytics consulting team in the world. You will be responsible for:Providing solutions for the deployment, execution, validation, monitoring, and improvement of data science solutionsCreating Scalable Machine Learning systems that are highly performantBuilding reusable production data pipelines for implemented machine learning modelsWriting production-quality code and libraries that can be packaged as containers, installed and deployedYou will collaborate with cross-functional teams and business partners and will have the opportunity to drive current and future strategy by leveraging your analytical skills as you ensure business value and communicate the results.RequirementsBachelor's degree or higher in computer science or related, with 5+ years of work experienceAbility to collaborate with Data Engineers and Data Scientists to build data and model pipelines and help run machine learning tests and experimentsAbility to manage the infrastructure and data pipelines needed to bring ML solutions to productionEnd-to-end understanding of applications being createdAbility to maintain scalable machine learning solutions in productionAbility to abstract the complexity of production for machine learning using containersAbility to troubleshoot production machine learning model issues, including recommendations for to retrain and revalidateExperience with Big Data Projects using multiple types of structured and unstructured dataAbility to work with a global team, playing a key role in communicating problem context to the remote teamsExcellent communication and teamwork skillsAdditional Skills RequiredPython, Spark, Hadoop, and Docker with an emphasis on good coding practices in a continuous integration context, model evaluation, and experimental designKnowledge of ML frameworks like Scikitlearn, Tensorflow, and KerasKnowledge of MLflow, Airflow, and KubernetesExperience with Cloud environments and knowledge of offerings such as AWS SageMakerProficiency in statistical tools, relational databases, and expertise in programming languages (Python/SQL)",remote,NaN,"Toronto, Ontario, Canada","[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'Technology, Information and Internet'}]",2023-03-12,https://ca.linkedin.com/jobs/view/machine-learning-engineer-at-tiger-analytics-3559055076?refId=l1P55wDMYXH%2Fxs9PXP%2B0qQ%3D%3D&trackingId=FyMKqpa3jELWljgm%2BCHuZg%3D%3D&position=3&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Scientist (Canada),Tiger Analytics,Nan,remote,NaN,"Toronto, Ontario, Canada",[],2023-04-18,https://ca.linkedin.com/jobs/view/data-scientist-canada-at-tiger-analytics-3574794932?refId=l1P55wDMYXH%2Fxs9PXP%2B0qQ%3D%3D&trackingId=LaaPu7pYcJfescnn89ApBg%3D%3D&position=4&pageNum=0&trk=public_jobs_jserp-result_search-card
"Senior Deep Learning Researcher, Speech",AssemblyAI,"AssemblyAI is a remote-first AI company building powerful deep learning models for developers, startups, and enterprises to transcribe and understand their audio data.Our ASR models already outperform companies like Google, AWS, and Microsoft - which is why hundreds of companies and thousands of developers are using our APIs to transcribe and understand millions of videos, podcasts, phone calls, and zoom meetings every day. Our APIs power innovative products like conversational intelligence platforms, zoom meeting summarizers, content moderation, and automatic closed captioning.AssemblyAI's Speech-to-Text APIs are already trusted by Fortune 500s, startups, and thousands of developers around the world, with well-known customers including Spotify, Algolia, Dow Jones, Happy Scribe, BBC, The Wall Street Journal, and NBCUniversal. As part of a huge and emerging market, AssemblyAI is well on its way to becoming the leader in speech recognition and NLP.We're growing at breakneck speed, and recently announced our Series B round. We've raised $63M in total funding, and are backed by leading investors including Insight Partners, Accel, Y Combinator, Patrick and John Collision (Founders of Stripe), Nat Friedman (Former CEO of GitHub), and Daniel Gross (Entrepreneur & Investor in companies including GitHub, Uber & SpaceX)!Our ambition is to build an iconic AI company, making advanced deep learning technology accessible to everyday developers through a simple API, good docs, and a great developer experience.Join our world-class, remote team and help us build an iconic deep learning company!The RoleAssemblyAI is growing quickly, and we're searching for a Deep Learning Researcher to join our team. With significant investment and strong leadership to fuel our growth, it's the perfect time to join the AssemblyAI team!In this role you'll have the opportunity to:Continually push the state of the art in speech recognition and NLP. You will conduct cutting edge deep learning research in speech and NLP. Our ASR models already outperform companies like Google, AWS, and Microsoft - and we're looking for the best deep learning engineers and researchers to help us continually push the state of the art in speech recognition to get to human level performance. Research & train AssemblyAI's deep learning models. You will work with large scale data sets to research and train deep learning models for speech recognition. You will research and develop novel algorithms and techniques to advance the state of the art in natural language understanding. You will conduct research and experiments in order to improve accuracy of our Deep Learning ASR pipeline. You will also dig into weaknesses and failure points of our current ASR models in order to identify further areas for improvement. Be part of a world-class team of creative researchers & engineers. You will help strengthen the position of AssemblyAI as a leading company in AI research. Our deep learning team is a tight knit group of creative researchers and engineers, who are not afraid to try unconventional ideas. You will also work with the broader speech recognition team as we continually strive to match human level accuracy. Requirements3+ years of professional experience in Deep Learning research & development2+ years of experience with PyTorch or TensorFlowIn-depth experience with Asynchronous (async) speech recognitionWav2Letter++, Wav2vec, CTC, RNNTs, and/or LASTrack record of publications at Speech Processing/NLP conferences (ACL, EMNLP, ICASSP, INTERSPEECH, ICLR, NeurIPS, and others)Preferred Experience (any Of The Following)PhD in computer science, machine learning, or similar fieldExperience with Google JAXExperience with Reinforcement LearningExperience training large models on multiple GPUsSpeaker diarizationMultilingual speech recognitionReal-time speech recognitionSkillsDetail-oriented, analytical, and creative problem solver with a passion for quality processesAbility to work independently, raise issues and take corrective actionA keen eye for detailSalary Range: $175,000 - $275,000 USD per yearOur TeamOur team is made up of problem solvers, innovators and top AI researchers with over 20+ years of experience in Machine Learning, NLP, and Speech Recognition from companies like DeepMind, Google Brain, Meta, Apple and Amazon. They conduct cutting edge deep learning research and develop novel algorithms & techniques to continually push the state of the art in speech recognition & NLP!Our team is fully remote, and our culture is super collaborative, low-ego, transparent, and fast-paced. We want to win - and have a flat organization where everyone can openly share ideas (regardless of their title or position) in order to get the best idea.As a remote company, our team members are given a lot of trust and autonomy to work where and how they want. We look for people to join our team who are ambitious, curious, and self-motivated, and we put a lot of trust and autonomy into everyone on our team. We want to empower everyone to do their best work with whatever tools, structures, or resources they need to perform at their highest potential.Benefits Competitive Salary + BonusEquity100% Remote teamUnlimited PTO$1K budget for your home office setupNew Macbook Pro (or PC if you prefer)2x/year company paid team retreat",remote,NaN,"Montreal, Quebec, Canada","[{'Seniority level': 'Entry level'}, {'Employment type': 'Full-time'}, {'Job function': 'Engineering and Information Technology'}, {'Industries': 'Technology, Information and Internet'}]",2023-04-20,https://ca.linkedin.com/jobs/view/senior-deep-learning-researcher-speech-at-assemblyai-3574508039?refId=l1P55wDMYXH%2Fxs9PXP%2B0qQ%3D%3D&trackingId=hGB9fJ%2B%2Frx4KQuzPS80UVA%3D%3D&position=5&pageNum=0&trk=public_jobs_jserp-result_search-card
Machine Learning Engineer (remote),Software International,Nan,remote,NaN,"Ontario, Canada",[],2023-03-16,https://ca.linkedin.com/jobs/view/machine-learning-engineer-remote-at-software-international-3556724355?refId=l1P55wDMYXH%2Fxs9PXP%2B0qQ%3D%3D&trackingId=ZGfmZar%2Bqe1nyn675XRjkg%3D%3D&position=6&pageNum=0&trk=public_jobs_jserp-result_search-card
"Senior Deep Learning Researcher, Speech",AssemblyAI,Nan,remote,NaN,"Toronto, Ontario, Canada",[],2023-04-20,https://ca.linkedin.com/jobs/view/senior-deep-learning-researcher-speech-at-assemblyai-3574506102?refId=l1P55wDMYXH%2Fxs9PXP%2B0qQ%3D%3D&trackingId=S7711SzHo3qmkqp0oVmdKA%3D%3D&position=7&pageNum=0&trk=public_jobs_jserp-result_search-card
Senior NLP Research Engineer,Behavox,Nan,remote,NaN,"Montreal, Quebec, Canada",[],2023-04-12,https://ca.linkedin.com/jobs/view/senior-nlp-research-engineer-at-behavox-3509105677?refId=l1P55wDMYXH%2Fxs9PXP%2B0qQ%3D%3D&trackingId=cr%2BrbxHXWU%2FkxV7MobDPzA%3D%3D&position=8&pageNum=0&trk=public_jobs_jserp-result_search-card
"Sr. Software Engineer, Machine Learning (NLU, LLM)",Providence Digital Innovation Group,Nan,remote,NaN,"Vancouver, British Columbia, Canada",[],2023-03-28,https://ca.linkedin.com/jobs/view/sr-software-engineer-machine-learning-nlu-llm-at-providence-digital-innovation-group-3559344265?refId=l1P55wDMYXH%2Fxs9PXP%2B0qQ%3D%3D&trackingId=VINTlV1zkTfSPqoqMfFQBQ%3D%3D&position=9&pageNum=0&trk=public_jobs_jserp-result_search-card
AI Programmer,Brass Lion Entertainment,Nan,remote,NaN,"Montreal, Quebec, Canada",[],2023-04-12,https://ca.linkedin.com/jobs/view/ai-programmer-at-brass-lion-entertainment-3562672867?refId=l1P55wDMYXH%2Fxs9PXP%2B0qQ%3D%3D&trackingId=fTKpS5a8ag6Oj11JwKL1sw%3D%3D&position=10&pageNum=0&trk=public_jobs_jserp-result_search-card
Senior Machine Learning Developer,Arctic Wolf,Nan,remote,NaN,Canada,[],2023-04-13,https://ca.linkedin.com/jobs/view/senior-machine-learning-developer-at-arctic-wolf-3562210582?refId=l1P55wDMYXH%2Fxs9PXP%2B0qQ%3D%3D&trackingId=9Pnt2inAjimfEljgUM9I%2Fw%3D%3D&position=11&pageNum=0&trk=public_jobs_jserp-result_search-card
Senior Machine Learning Engineer,Fusemachines,Nan,remote,NaN,"Toronto, Ontario, Canada",[],2023-03-30,https://ca.linkedin.com/jobs/view/senior-machine-learning-engineer-at-fusemachines-3548907182?refId=l1P55wDMYXH%2Fxs9PXP%2B0qQ%3D%3D&trackingId=6tgkaxQIRkKbug9IJ84D%2Bw%3D%3D&position=12&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Science Co-op (R&D) - Summer term,Swift Medical,Nan,remote,NaN,"Toronto, Ontario, Canada",[],2023-04-11,https://ca.linkedin.com/jobs/view/data-science-co-op-r-d-summer-term-at-swift-medical-3558860059?refId=l1P55wDMYXH%2Fxs9PXP%2B0qQ%3D%3D&trackingId=CJvsu9DBS9GdwuN2Y43prQ%3D%3D&position=13&pageNum=0&trk=public_jobs_jserp-result_search-card
"Senior Data Scientist, Machine Learning",Rec Room,Nan,remote,NaN,"Vancouver, British Columbia, Canada",[],2023-04-21,https://ca.linkedin.com/jobs/view/senior-data-scientist-machine-learning-at-rec-room-3576820145?refId=l1P55wDMYXH%2Fxs9PXP%2B0qQ%3D%3D&trackingId=Jw%2FrbkqSlUVcVzzvgKjxqQ%3D%3D&position=14&pageNum=0&trk=public_jobs_jserp-result_search-card
Senior Machine Learning Engineer,Vivun,Nan,remote,NaN,"Québec, Quebec, Canada",[],2023-04-11,https://ca.linkedin.com/jobs/view/senior-machine-learning-engineer-at-vivun-3557350460?refId=l1P55wDMYXH%2Fxs9PXP%2B0qQ%3D%3D&trackingId=nlcz0iv2KtsqFWIvWzZKUA%3D%3D&position=15&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Scientist,Deep Genomics,Nan,remote,NaN,"Toronto, Ontario, Canada",[],2023-03-02,https://ca.linkedin.com/jobs/view/data-scientist-at-deep-genomics-3502758475?refId=l1P55wDMYXH%2Fxs9PXP%2B0qQ%3D%3D&trackingId=0pmmRxMWMgORRdAURBBU9g%3D%3D&position=16&pageNum=0&trk=public_jobs_jserp-result_search-card
Product Data Scientist,Binance.US,Nan,remote,NaN,"Toronto, Ontario, Canada",[],2023-03-01,https://ca.linkedin.com/jobs/view/product-data-scientist-at-binance-us-3501407674?refId=l1P55wDMYXH%2Fxs9PXP%2B0qQ%3D%3D&trackingId=K2Mkr4bSTET6UP7EljJZww%3D%3D&position=17&pageNum=0&trk=public_jobs_jserp-result_search-card
Product Data Scientist,Binance.US,Nan,remote,NaN,"Vancouver, British Columbia, Canada",[],2023-03-01,https://ca.linkedin.com/jobs/view/product-data-scientist-at-binance-us-3530107184?refId=l1P55wDMYXH%2Fxs9PXP%2B0qQ%3D%3D&trackingId=AqatJPr7VGAol3hBFqAoFQ%3D%3D&position=18&pageNum=0&trk=public_jobs_jserp-result_search-card
Lead AI Programmer,8Bit - Games Industry Recruitment,Nan,remote,NaN,Canada,[],2023-04-20,https://ca.linkedin.com/jobs/view/lead-ai-programmer-at-8bit-games-industry-recruitment-3574599982?refId=l1P55wDMYXH%2Fxs9PXP%2B0qQ%3D%3D&trackingId=lI8iXxNihZXEJwu64wV25w%3D%3D&position=19&pageNum=0&trk=public_jobs_jserp-result_search-card
Expression of Interest: Data Science Manager,Fingerprint for Success (F4S),Nan,remote,NaN,Canada,[],2023-04-07,https://ca.linkedin.com/jobs/view/expression-of-interest-data-science-manager-at-fingerprint-for-success-f4s-3552911952?refId=l1P55wDMYXH%2Fxs9PXP%2B0qQ%3D%3D&trackingId=oILmij7HpqLBOSUQkPeunA%3D%3D&position=20&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Science Co-op,ProCogia,Nan,remote,NaN,"Vancouver, British Columbia, Canada",[],2023-03-23,https://ca.linkedin.com/jobs/view/data-science-co-op-at-procogia-3540644872?refId=l1P55wDMYXH%2Fxs9PXP%2B0qQ%3D%3D&trackingId=jzGUjnzVwNkLrQeCcAbt3Q%3D%3D&position=21&pageNum=0&trk=public_jobs_jserp-result_search-card
Senior Machine Learning Engineer (North America Remote Ok),curbFlow,Nan,remote,NaN,Canada,[],2023-04-04,https://ca.linkedin.com/jobs/view/senior-machine-learning-engineer-north-america-remote-ok-at-curbflow-3549688713?refId=l1P55wDMYXH%2Fxs9PXP%2B0qQ%3D%3D&trackingId=m86%2B58BijxXQCxbmCBhsqg%3D%3D&position=22&pageNum=0&trk=public_jobs_jserp-result_search-card
Senior Data Scientist - Computer Vision,ZestyAI,"Events in recent years have made us all too familiar with the havoc that natural disasters can wreak, and the increasing frequency and intensity with which they are occurring. Despite record levels of losses, conventional methods of risk modeling continue to paint at best an incomplete picture of these threats.Zesty.ai uses novel data gathering and data science methods to produce higher quality information about the risks to property from catastrophes like floods and wildfires. While AI alone may not be able to thwart these disasters, it can help us become more prepared for them, and ultimately that will lead to better outcomes.As a Senior Data Scientist - Computer Vision, you are comfortable and excited to work closely with the engineering team to build the best AI tech possible. You will scale the development of top-tier models by using diverse data sources to provide strong insights and maximize the impact of our company efforts. You thrive in a collaborative, creative environment that moves fast and you're comfortable setting in place structures and processes to help the company scale.The Opportunity:Explore data sets and develop new Property Tech and InsurTech models with data science (Machine learning, Deep learning). Help direct and scope machine learning projects in conjunction with the product team and data science leadershipCoach and provide feedback to other members of the Machine Learning team across the US/CanadaDevelop computer vision algorithms that extract insights from aerial imagery, satellite imagery and geospatial dataResearch and model aspects of the built environment utilizing aerial imagery, satellite imagery and other datasetsHelp develop training and cross­-validation data sets for machine learning algorithmsTranslate product management, engineering, and business constraints and queries into tractable data science questionsWhat You Bring to the Zesty.ai Team:Experience working with deep learning / neural network models (using PyTorch, Keras) Experience working with computer vision and building and testing computer vision systemsExperience deploying machine learning models in production environmentsBA / BS / BEng degree in Math, Physics, Computer Science, Engineering, or Economics. MS degree or Ph.D. is certainly a bonusStrong organizational and management skills with past experiences implementing best practices and processesExperience working with large image datasets (great if you've already worked with satellite imagery and related tools OpenCV, Pillow, etc.)Proficient in SQL, BigQueryExperience working with cloud platforms (AWS, Google Cloud, etc) Kubernetes, docker experienceMust be legally eligible to work in CanadaWhy ZestyAI:Be part of a well-funded growth-stage start-upMarket competitive comp and equity incentives to give you a stake in our futureComprehensive health care plan Flexible Time Off An upbeat and collaborative work culture Company-sponsored outings and offsitesAll of your personal information will be kept confidential according to EEO guidelines.",remote,NaN,"Toronto, Ontario, Canada","[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Full-time'}, {'Job function': 'Engineering and Information Technology'}, {'Industries': 'Technology, Information and Internet'}]",2023-02-27,https://ca.linkedin.com/jobs/view/senior-data-scientist-computer-vision-at-zestyai-3538025896?refId=l1P55wDMYXH%2Fxs9PXP%2B0qQ%3D%3D&trackingId=QuOMzFJ4dXxw%2Bltv9BoMIQ%3D%3D&position=23&pageNum=0&trk=public_jobs_jserp-result_search-card
Senior Data Scientist - Computer Vision,ZestyAI,Nan,remote,NaN,"Calgary, Alberta, Canada",[],2023-03-30,https://ca.linkedin.com/jobs/view/senior-data-scientist-computer-vision-at-zestyai-3549955940?refId=l1P55wDMYXH%2Fxs9PXP%2B0qQ%3D%3D&trackingId=cfxSLd6AyagDVm1%2BBOusIQ%3D%3D&position=24&pageNum=0&trk=public_jobs_jserp-result_search-card
Senior Data Scientist - Computer Vision,ZestyAI,Nan,remote,NaN,"Halifax, Nova Scotia, Canada",[],2023-02-27,https://ca.linkedin.com/jobs/view/senior-data-scientist-computer-vision-at-zestyai-3538030409?refId=l1P55wDMYXH%2Fxs9PXP%2B0qQ%3D%3D&trackingId=ErGMmwiK9uP0%2FkyN1qiJVw%3D%3D&position=25&pageNum=0&trk=public_jobs_jserp-result_search-card
Senior NLP/ML Developer,Wysdom.AI,Nan,remote,NaN,Canada,[],2023-03-28,https://ca.linkedin.com/jobs/view/senior-nlp-ml-developer-at-wysdom-ai-3580730240?refId=iRKFjqsx9pMYPRff1x7%2FSw%3D%3D&trackingId=Pwszs2RmlFikFHyjnNVRQg%3D%3D&position=1&pageNum=0&trk=public_jobs_jserp-result_search-card
AI Software Developer - Work in Sweden,Iknal Semikan,Nan,remote,"SEK450,000.00
            -
            SEK850,000.00","Greater Montreal, Quebec, Canada",[],2023-03-19,https://ca.linkedin.com/jobs/view/ai-software-developer-work-in-sweden-at-iknal-semikan-3567553818?refId=iRKFjqsx9pMYPRff1x7%2FSw%3D%3D&trackingId=dqAl%2Bmi29%2FGMbLlwPhCgjA%3D%3D&position=2&pageNum=0&trk=public_jobs_jserp-result_search-card
Machine Learning Engineer,Tiger Analytics,Nan,remote,NaN,"Toronto, Ontario, Canada",[],2023-03-12,https://ca.linkedin.com/jobs/view/machine-learning-engineer-at-tiger-analytics-3559055076?refId=iRKFjqsx9pMYPRff1x7%2FSw%3D%3D&trackingId=zIt4z9GN0qm5KbyZ6ZlKng%3D%3D&position=3&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Scientist (Canada),Tiger Analytics,Nan,remote,NaN,"Toronto, Ontario, Canada",[],2023-04-18,https://ca.linkedin.com/jobs/view/data-scientist-canada-at-tiger-analytics-3574794932?refId=iRKFjqsx9pMYPRff1x7%2FSw%3D%3D&trackingId=OvzpoGMSHl93ceanlTp8KA%3D%3D&position=4&pageNum=0&trk=public_jobs_jserp-result_search-card
Machine Learning Engineer (remote),Software International,Nan,remote,NaN,"Ontario, Canada",[],2023-03-16,https://ca.linkedin.com/jobs/view/machine-learning-engineer-remote-at-software-international-3556724355?refId=iRKFjqsx9pMYPRff1x7%2FSw%3D%3D&trackingId=EzPmVSyzi1w6iXpD1bcY2A%3D%3D&position=5&pageNum=0&trk=public_jobs_jserp-result_search-card
"Senior Deep Learning Researcher, Speech",AssemblyAI,Nan,remote,NaN,"Toronto, Ontario, Canada",[],2023-04-20,https://ca.linkedin.com/jobs/view/senior-deep-learning-researcher-speech-at-assemblyai-3574506102?refId=iRKFjqsx9pMYPRff1x7%2FSw%3D%3D&trackingId=1B41i8F4q2EK0lB7jb5ZaA%3D%3D&position=6&pageNum=0&trk=public_jobs_jserp-result_search-card
"Senior Deep Learning Researcher, Speech",AssemblyAI,Nan,remote,NaN,"Montreal, Quebec, Canada",[],2023-04-20,https://ca.linkedin.com/jobs/view/senior-deep-learning-researcher-speech-at-assemblyai-3574508039?refId=iRKFjqsx9pMYPRff1x7%2FSw%3D%3D&trackingId=A5yxJ%2B9XlIf7SW6byuD2yw%3D%3D&position=7&pageNum=0&trk=public_jobs_jserp-result_search-card
Senior NLP Research Engineer,Behavox,Nan,remote,NaN,"Montreal, Quebec, Canada",[],2023-04-12,https://ca.linkedin.com/jobs/view/senior-nlp-research-engineer-at-behavox-3509105677?refId=iRKFjqsx9pMYPRff1x7%2FSw%3D%3D&trackingId=mLn38wci596H7kMmDN6pNA%3D%3D&position=8&pageNum=0&trk=public_jobs_jserp-result_search-card
"Sr. Software Engineer, Machine Learning (NLU, LLM)",Providence Digital Innovation Group,Nan,remote,NaN,"Vancouver, British Columbia, Canada",[],2023-03-28,https://ca.linkedin.com/jobs/view/sr-software-engineer-machine-learning-nlu-llm-at-providence-digital-innovation-group-3559344265?refId=iRKFjqsx9pMYPRff1x7%2FSw%3D%3D&trackingId=miM0eGTP6PdxjOkRsHfRlQ%3D%3D&position=9&pageNum=0&trk=public_jobs_jserp-result_search-card
AI Programmer,Brass Lion Entertainment,Nan,remote,NaN,"Montreal, Quebec, Canada",[],2023-04-12,https://ca.linkedin.com/jobs/view/ai-programmer-at-brass-lion-entertainment-3562672867?refId=iRKFjqsx9pMYPRff1x7%2FSw%3D%3D&trackingId=%2B9EE%2FD%2Br8dI9hKSEcnsZmQ%3D%3D&position=10&pageNum=0&trk=public_jobs_jserp-result_search-card
Senior Machine Learning Engineer,Fusemachines,"About FusemachinesFusemachines is an artificial intelligence talent and education solutions company dedicated to democratizing AI. Headquartered in New York,US with operations in Dominican Republic, Canada, and Nepal, it is a 200+ company. Fusemachines' AI educational program has made world-class AI education accessible and affordable to students worldwide. Fusemachines helps organizations identify opportunities where AI can be best utilized to transform and grow their business.About The RoleWe are seeking an experienced machine learning generalist who can build and deploy machine learning models in the ultra low latent search ads ecosystem. This is a remote, full-time consulting positionWhat You'll DoManage the entire process of ML projects and solutions, from concept development to data acquisition, prototyping, model development, and implementation in production.Create and implement procedures and tools to track and evaluate the performance and accuracy of models and data.Provide thought leadership, subject matter expertise and serve as trusted advisor in machine learning, deep learning, and other state of the art AI techniques.Experience delivering high quality software at scale in a low latency environment.Translate research papers into high-quality, production-ready code.Take responsibility and ownership of features and drive key architectural decisions.Communicate effectively, collaborate, and build long-term relationships across the organization.Mentor junior team members in achieving engineering excellence and be a change agent on the team.QualificationsA PhD with 2-3 years of experience or an MS with 3-5 years of experience in a quantitative field with experience building production systems or have equivalent experience working with large ML projects in industry.Proven expertise in building ML models in at least one of the following domains: NLP, relevance, ranking, recommendation systems, and search.Breadth and depth knowledge of statistical learning, machine learning, and deep learning.Experience in building distributed, low-latency, high-throughput batch and online ML services.Knowledge of how to deploy and maintain ML services in a production environment.Experience in designing and deploying feature engineering pipelines in production.Deep expertise in model monitoring and ML ops including containers and orchestration.Fluency in one of the programming languages, preferably Python or Java.Experience with Spark, Hadoop or other distributed frameworks, SQL, and cloud services.Experience with ML packages such as Tensorflow or PyTorch, scikit-learn, and Spark ML.Ability to operate efficiently in a high-paced, multi-functional, and rapidly evolving environment.Preferred Qualifications5+ years of experience in building ML models in the ads space or recommender systems.Experience in building CTR/CVR prediction, ad selection, keyword bidding, and Learning to Rank models.Experience in building and deploying online experimentation frameworks to identify right models and features at scale.Experience in building ad selection frameworks using reinforcement learning or contextual bandits.Equal Opportunity Employer: Race, Color, Religion, Sex, Sexual Orientation, Gender Identity, National Origin, Age, Genetic Information, Disability, Protected Veteran Status, or any other legally protected group status.Powered by JazzHR5rN2Y50q0P",remote,NaN,"Toronto, Ontario, Canada","[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Contract'}, {'Job function': 'Engineering and Information Technology'}, {'Industries': 'Internet Publishing'}]",2023-03-30,https://ca.linkedin.com/jobs/view/senior-machine-learning-engineer-at-fusemachines-3548907182?refId=iRKFjqsx9pMYPRff1x7%2FSw%3D%3D&trackingId=5YWXxdEtCAccz8ZK73SqhA%3D%3D&position=11&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Science Co-op (R&D) - Summer term,Swift Medical,Nan,remote,NaN,"Toronto, Ontario, Canada",[],2023-04-11,https://ca.linkedin.com/jobs/view/data-science-co-op-r-d-summer-term-at-swift-medical-3558860059?refId=iRKFjqsx9pMYPRff1x7%2FSw%3D%3D&trackingId=KjnJVpF9gkOPxG5s26AHEQ%3D%3D&position=12&pageNum=0&trk=public_jobs_jserp-result_search-card
Senior Machine Learning Engineer,Vivun,Nan,remote,NaN,"Québec, Quebec, Canada",[],2023-04-11,https://ca.linkedin.com/jobs/view/senior-machine-learning-engineer-at-vivun-3557350460?refId=iRKFjqsx9pMYPRff1x7%2FSw%3D%3D&trackingId=MdvcN1hcpxynnVYRmMF0Kg%3D%3D&position=13&pageNum=0&trk=public_jobs_jserp-result_search-card
